# 	 sum(w) 	 sum(w^2n(z)) 	 sum(w^2)
#data	75392.8166	3.4034	19117.2441
#random	3411114.7851	132.7960	755194.0080
#	k	P(k)	P(k)+noise      n_modes
7.853982e-04	-5.812563e+03	2.561070e-16	2
2.356194e-03	9.577952e+04	1.015921e+05	34
3.926991e-03	1.079439e+05	1.137565e+05	82
5.497787e-03	9.205463e+04	9.786719e+04	178
7.068583e-03	9.001272e+04	9.582529e+04	258
8.639380e-03	8.518869e+04	9.100126e+04	450
1.021018e-02	6.233186e+04	6.814442e+04	522
1.178097e-02	5.813056e+04	6.394313e+04	770
1.335177e-02	6.827082e+04	7.408338e+04	922
1.492257e-02	6.263699e+04	6.844956e+04	1226
1.649336e-02	6.317609e+04	6.898866e+04	1426
1.806416e-02	7.668798e+04	8.250055e+04	1690
1.963495e-02	7.322355e+04	7.903612e+04	2140
2.120575e-02	7.130425e+04	7.711681e+04	2384
2.277655e-02	6.519654e+04	7.100911e+04	2610
2.434734e-02	5.966282e+04	6.547539e+04	3170
2.591814e-02	5.173906e+04	5.755162e+04	3402
2.748894e-02	5.294098e+04	5.875355e+04	4042
2.905973e-02	5.352653e+04	5.933909e+04	4362
3.063053e-02	5.172927e+04	5.754184e+04	4946
3.220132e-02	4.597313e+04	5.178569e+04	5394
3.377212e-02	4.972662e+04	5.553919e+04	5898
3.534292e-02	4.989895e+04	5.571151e+04	6474
3.691371e-02	4.787135e+04	5.368391e+04	7154
3.848451e-02	4.474298e+04	5.055554e+04	7522
4.005531e-02	4.449666e+04	5.030923e+04	8588
4.162610e-02	4.038158e+04	4.619414e+04	9080
4.319690e-02	4.031696e+04	4.612953e+04	9650
4.476770e-02	3.901045e+04	4.482301e+04	10010
4.633849e-02	3.809016e+04	4.390272e+04	11354
4.790929e-02	3.756695e+04	4.337951e+04	11546
4.948008e-02	3.589008e+04	4.170265e+04	12978
5.105088e-02	3.379673e+04	3.960930e+04	13306
5.262168e-02	3.381082e+04	3.962338e+04	14458
5.419247e-02	3.354343e+04	3.935600e+04	15154
5.576327e-02	3.232687e+04	3.813944e+04	16034
5.733407e-02	3.230781e+04	3.812038e+04	16938
5.890486e-02	3.185427e+04	3.766683e+04	17778
6.047566e-02	3.162116e+04	3.743373e+04	18882
6.204645e-02	3.128633e+04	3.709889e+04	19930
6.361725e-02	3.108323e+04	3.689579e+04	20618
6.518805e-02	2.944906e+04	3.526162e+04	22066
6.675884e-02	3.013159e+04	3.594416e+04	22866
6.832964e-02	2.983109e+04	3.564365e+04	24338
6.990044e-02	2.781910e+04	3.363166e+04	25122
7.147123e-02	2.608060e+04	3.189316e+04	26314
7.304203e-02	2.442571e+04	3.023827e+04	27106
7.461283e-02	2.418498e+04	2.999754e+04	28786
7.618362e-02	2.463099e+04	3.044355e+04	29738
7.775442e-02	2.463004e+04	3.044260e+04	31282
7.932521e-02	2.400540e+04	2.981797e+04	32162
8.089601e-02	2.289683e+04	2.870939e+04	34172
8.246681e-02	2.233448e+04	2.814704e+04	34922
8.403760e-02	2.135648e+04	2.716904e+04	36584
8.560840e-02	2.071675e+04	2.652931e+04	37010
8.717920e-02	2.033378e+04	2.614635e+04	39290
8.874999e-02	2.025084e+04	2.606341e+04	40330
9.032079e-02	1.945001e+04	2.526257e+04	41498
9.189159e-02	1.903814e+04	2.485071e+04	43722
9.346238e-02	1.878871e+04	2.460127e+04	44546
9.503318e-02	1.813627e+04	2.394884e+04	46842
9.660397e-02	1.807641e+04	2.388897e+04	47642
9.817477e-02	1.774624e+04	2.355881e+04	49226
9.974557e-02	1.710973e+04	2.292229e+04	51834
1.013164e-01	1.676210e+04	2.257466e+04	51834
1.028872e-01	1.629402e+04	2.210658e+04	55154
1.044580e-01	1.598782e+04	2.180038e+04	55210
